Variable,Size,Time
tasmax[0:1:1000],38.126087999999996,5.816484212875366
tasmax[0:1:8500],323.786088,47.4663188457489
tasmax[0:1:16000],609.4460879999999,74.04807591438293
tasmax[0:1:23500],895.106088,96.79092001914978
tasmax[0:1:31000],1180.7660879999999,122.27287745475769
tasmax[0:1:38500],1466.426088,146.29391527175903
tasmax[0:1:46000],1752.086088,173.23108291625977
tasmax[0:1:53500],2037.7460879999999,213.80110597610474
